tweet_id,text,user_id,username,user_name,user_bio,followers_count,user_location,statuses_count,profile_url,created_at,retweet_count,favorite_count,reply_count,is_reply,tweet_url,search_phrase,matched_phrase,matched_keyword,match_distance,diagnosis,medications_found
1747380555946115249,اكس اي وكراش اي يا ولاد الاحـــبه انا عندي اكتئاب حاد وبحاول مموتش نفسي كل يوم,1473407674360504336,2_at_night,-م تولع وتحشش_,بُليتُ بِنَفسي، أشَرُّ نَفسٍ رَأَيتُها ..,2614,الجحيم عشان عملي فاسد ,19654,https://twitter.com/2_at_night,Tue Jan 16 22:09:23 +0000 2024,0,0,0,False,https://twitter.com/2_at_night/status/1747380555946115249,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1747328991625666999,"شخصيا الدكتورة مافي بيني وبينها اي تعامل مباشر أو معرفة
لكن الها موقف واحد معاي مستحيل أنساه
قبل سنة ونص تقريبا كان عندي إكتئاب حاد.. لدرجة في لحظة معينة حاولت أنهي حياتي
أحد الأصدقاء حس بالموضوع بسبب اشي انا نزلته قبل ما أعمل الي عملته
لما صحيت لقيت الدكتورة متصلة علي كثير",1395300566574772225,Hamnyy90,عبدالرّحمن..,"Karate ✌🏻👨‍⚕️🩺
JRMS Intern Doc.                                                     شخص على الله حكايته.. بيتحلطم كثير",574,🇯🇴🇵🇸🇰🇼🇪🇬,9303,https://twitter.com/Hamnyy90,Tue Jan 16 18:44:30 +0000 2024,0,1,1,False,https://twitter.com/Hamnyy90/status/1747328991625666999,"""أنا عندي أكتئاب حاد""",عندي,إكتئاب,1,depression,
1746543603806076932,"@B51567161 @mmwdmmd37508483 بعرف هاي الدراسة
هو ليس له علاقة بالاكتئاب بشكل مباشر هو يزيد من تغيرات المزاجية و''ممكن تؤدي الى الاكتئاب""

الي له علاقة بشكل مباشر همي الي ذكرتهم

زي ما قلتلك انا عندي نقص حاد بفيتامين د وعندي تقلبات مزاجية مزعجة بس ما عندي اكتئاب الحمدلله وشكر نفس الشي مع امي
خذها من واحد مصاب",1027729686300950528,MILISA1234567,ꁒꂑ꒒ꂑꌚꋫ ψ | صلوا على النبي 🇵🇸💚,"اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين وسلم تسليما || عمتي🐍🐍:  @Akayues ||
 ملوكتي:  cherrymokka@",589,مملكة الهندسية العربية,80805,https://twitter.com/MILISA1234567,Sun Jan 14 14:43:39 +0000 2024,0,1,3,False,https://twitter.com/MILISA1234567/status/1746543603806076932,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب,1,depression,
1746541388794040576,"@B51567161 @mmwdmmd37508483 هناك ناس يعانون بمشاكل بالهرمونات تسبب تغير بها فا تسبب الاكتئاب وهاض يكون بارز خاصة عند الحوامل

وغلط مو فيتامين د الي يسببه فيتامين ب 12 وب 6 والفولات
انا عندي نقس حاد بفيتامين د (8/40) وما عندي اكتئاب الحمدلله",1027729686300950528,MILISA1234567,ꁒꂑ꒒ꂑꌚꋫ ψ | صلوا على النبي 🇵🇸💚,"اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين وسلم تسليما || عمتي🐍🐍:  @Akayues ||
 ملوكتي:  cherrymokka@",589,مملكة الهندسية العربية,80805,https://twitter.com/MILISA1234567,Sun Jan 14 14:34:50 +0000 2024,0,1,1,False,https://twitter.com/MILISA1234567/status/1746541388794040576,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب,1,depression,
1746139770135142730,شوف انا عندي اكتئاب حاد و حوارات وبتاع. بس انا هنيك الدنيا قريب,1447223901185003523,damnmyr_,Bob the builder,♋️,27,,3127,https://twitter.com/damnmyr_,Sat Jan 13 11:58:57 +0000 2024,0,0,0,False,https://twitter.com/damnmyr_/status/1746139770135142730,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1745966923618062843,يسطى انا عندي اكتئاب حاد بس اقسم بالله مافي حاجة بتضحكني غير تويتاك والحاجات اللي بتنزلها بشكرك من كل قلبي — شرف ليا حبيب اخوك اجمد كده مره واحد مراته خلفت بنت سماها وئام و قعد تاني https://t.co/2viru8e6RH,1365267083630678018,7alal_ironman,🦍عيسى🦍,I'm tryin' make a billion out of 15 cents.,25187,,30156,https://twitter.com/7alal_ironman,Sat Jan 13 00:32:07 +0000 2024,84,2048,14,False,https://twitter.com/7alal_ironman/status/1745966923618062843,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1744119538038264067,"@POWReSports بدي اقدم على احسن كلان في المجرات باور
انا عمري 69 سنة
عندي اكتئاب حاد
و  حله الوحيد ايفون و قصر و سيارة مرسيدس 
يا رب تقبلوني #we_are_powr https://t.co/WGPLnS76BD",1573254263026876417,catwi15,catwi,اللهم صّلِ وسَلّمْ عَلۓِ نَبِيْنَامُحَمد ﷺ,18,,978,https://twitter.com/catwi15,Sun Jan 07 22:11:16 +0000 2024,0,0,0,False,https://twitter.com/catwi15/status/1744119538038264067,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب حاد,1,depression,
1744084103475904625,انا عندي اكتئاب حاد لدرجة اني معنديش شغف اقوم اشرب مية وانا هموت من العطش ..,3346900871,YAsminelZahra19,Ÿã Šš ü,"رحم الله أبي 🫂

 ♥️ civil engineer 👷",8863,banha ,40984,https://twitter.com/YAsminelZahra19,Sun Jan 07 19:50:28 +0000 2024,1,21,1,False,https://twitter.com/YAsminelZahra19/status/1744084103475904625,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1743783589638983725,العلاج النفسي بياخد وقت بجد كبير، وانا كذا مرة اتشخصت اكتئاب حاد علي مدار سنوات، اللي اخر علاجي = مش حابة اعترف اني عندي اكتئاب ، كنت بقنع نفسي انه زعل وهيعدي ، بس انا كنت بحاول اعديه بطريقة غلط من مسكنات مؤقتة ، فا اه بياخد وقت ، واصبر ع نفسك ، لحد ما تتعافي تدريجيا,1565116193903726593,ayashamma13,yoy,"yourrr favvvvv inspo guide🤪🤪🤪🤍
podcast presenter ⬇️⬇️⬇️",27,Egypt,3578,https://twitter.com/ayashamma13,Sat Jan 06 23:56:20 +0000 2024,0,0,0,False,https://twitter.com/ayashamma13/status/1743783589638983725,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب,1,depression,
1743760839453134950,حاسه اني عايزه ورد وسينابون وكتكوت يقولي متزعليش علشان أنا عندي اكتئاب حاد دلوقتي😭,1534353428637417475,Shimaan31102005,Shimaa nagy,,182,"القليوبية, مصر",493,https://twitter.com/Shimaan31102005,Sat Jan 06 22:25:56 +0000 2024,0,3,0,False,https://twitter.com/Shimaan31102005/status/1743760839453134950,"""أنا عندي أكتئاب حاد""",أنا عندي,اكتئاب حاد,1,depression,
1741372869378978290,@my_daily_af أنا كان عندي اكتئاب حاد في فترة من فترات وم ساعدني إلا تطبيق لبيه ف خليها تحمله بدل م تسأل وتلقى ناس مو متخصصين,1457878785668288512,Ghada7q,Ghadah,"Moving forward, quietly but surely.",922,السعودية العظمى,10877,https://twitter.com/Ghada7q,Sun Dec 31 08:16:59 +0000 2023,0,0,1,False,https://twitter.com/Ghada7q/status/1741372869378978290,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب حاد,1,depression,
1740851682333032531,مش مبالغة بس أنا عندي إكتئاب حاد,1706631055891890176,MalakMohamed59,Malak Mohamed,faculty of law english section ⚖️♥️,26,,226,https://twitter.com/MalakMohamed59,Fri Dec 29 21:45:59 +0000 2023,0,0,0,False,https://twitter.com/MalakMohamed59/status/1740851682333032531,"""أنا عندي أكتئاب حاد""",أنا عندي,إكتئاب,1,depression,
1739214825375347029,@Designer_May22 أنا من السعوديه ومن يوم بدت الحرب وانا عندي اكتئاب حاد وغضب شديد. قلوبنا معكم الله يرفع عنكم كل مصيبه وانشالله نزوركم لما فلسطين كلها ترجع لكم 🙏❤️🌹,1964520066,e_sbn,a,A,75,"Al Khobar, Kingdom of Saudi Ar",3909,https://twitter.com/e_sbn,Mon Dec 25 09:21:42 +0000 2023,0,0,0,False,https://twitter.com/e_sbn/status/1739214825375347029,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1739022856791507080,"وصلت للتنوير وانت عندك كم سنه — مبلاش كلام فاضي زي ده 
انا عندي اكتئاب حاد و فزبة حمرا https://t.co/QRPoF055hp",1449796365018615811,20DD_chafez,20DD,Big fraud all he got is rage,9780,,35570,https://twitter.com/20DD_chafez,Sun Dec 24 20:38:53 +0000 2023,0,2,1,False,https://twitter.com/20DD_chafez/status/1739022856791507080,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1737850316446732789,انا عندي اكتئاب حاد لدرجة مرت علي فترة نزل وزني 10 كيلو بشهر ونص و افكر من سنوات اني الجأ للعلاج النفسي لكن مو قا… — ما تشوفين شر في احيان كثيرة الاعراض الناتجة عن الاكتئاب تعطينا هذا الشعور من الاحباط واليأس نظرتنا عن الامور لن ت… https://t.co/0ics8bd74m,872987540369928194,esnho7,عيسى.,"طب وجراحة ، طبيب نفسي | MBBS,Psychiatrist",71897,"Changhun, Jeddah,Khobar,Jazan.",117984,https://twitter.com/esnho7,Thu Dec 21 14:59:37 +0000 2023,0,2,1,False,https://twitter.com/esnho7/status/1737850316446732789,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1731937926592725452,"حاسة الشم والتذوق عندي معدومة 
انا مقبل على اكتئاب حاد فضيعه دراسة واختبارات وشهيتي صفر يارب تعدي على خير بلوكmsk كريه",1673040733836591108,t94llo,ابو عقاب🕯️.,ابي اعيش الحياة زي ما هي وما احب المثالية و اواكب حياتي واحب النوم والغرفة تكون باردة والحياة صعب فهمها وقليل من يفهمها والحياة صعبه تحتاج اكثر من مجرد الناس,3,بتُّ ضريرا مادّا يديّ متوسّمًا,1536,https://twitter.com/t94llo,Tue Dec 05 07:25:54 +0000 2023,0,0,0,False,https://twitter.com/t94llo/status/1731937926592725452,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب حاد,22,depression,
1729562503233872086,في حاله بعض الاحيان تجيني اضحك على كل شي لو كان حزن اعوذبالله 🙊تمسك معي بعد فترة اكتئاب حاد وصداع تهقون مخي يفصل او فيه شيء مثلاً قريت خبر عن وفاة ضحكت واحد طاح قدامي ماقدر اتمالك نفسي اضحك امي تسولف عندي متحمسه انا اضحك الحين اكتب لكم وانا اضحك 🤣🤣🤣🤣🤣🤣 #فوز_السعوديه,1381307395322826761,alhilaaa1,الــهـيــلا,كل الطرق المؤدية إلى النصر مزهرة,2664,عالمية الهوى والميول 💙💛,101320,https://twitter.com/alhilaaa1,Tue Nov 28 18:06:49 +0000 2023,0,0,3,False,https://twitter.com/alhilaaa1/status/1729562503233872086,"""أنا عندي أكتئاب حاد""",معي,اكتئاب حاد,10,depression,
1728921543348994141,"@AnasHabib98 انا بكره الاخوان و نزلت 30 يونيو و افتكرت المعيرص هيحترم كلامه و مش هيرشح نفسه بجد, من يوم فض رابعة وانا عندي اكتئاب حاد لغاية النهاردة متعافيتش منه, انا لا ايدته ولا انتخبته, انا نزلت 30 يونيو لكهري في الاخوان الي مازلت بكرهم بس من ساعة فض رابعة انا فعلاً حاسس بذنب فظيع اني نزلت",486865269,alsedfyy,alsedfy,"This is my dog, his name is Oscar.",184,,6125,https://twitter.com/alsedfyy,Sun Nov 26 23:39:52 +0000 2023,0,0,0,False,https://twitter.com/alsedfyy/status/1728921543348994141,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1728706535507788165,انا عندي اكتئاب حاد,232793934,__kawkab__,رجل م الفضاء الخارجى,ايوه عندى مككوك ملاكى وحاطه فى الجراش بتاع القصر بتاعى وبسافر كل ما اتخنق منكم :D (متزوج وممنوع التظبيط),1127,Cairo.Egypt,70705,https://twitter.com/__kawkab__,Sun Nov 26 09:25:30 +0000 2023,0,0,0,False,https://twitter.com/__kawkab__/status/1728706535507788165,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1724025051165466840,انا عن نفسي كان  عندي اكتئاب حاد و مشاكل قلق ، بعد الي صار صرت استحي  اكتئب و احس بقلق,627278368,PrincessJJ_oppa,JINA🔍,Wanderer And Wondering 🧭📚,1604,,79101,https://twitter.com/PrincessJJ_oppa,Mon Nov 13 11:22:57 +0000 2023,0,0,0,False,https://twitter.com/PrincessJJ_oppa/status/1724025051165466840,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب حاد,1,depression,
1719851278728052919,انا عندي اكتئاب حاد بجد,1631666635080712193,AyaWali69689234,Aya Walid,"Amr diab🌚
Ash 🩵",28,"شمال سيناء, مصر",383,https://twitter.com/AyaWali69689234,Wed Nov 01 22:57:52 +0000 2023,0,0,0,False,https://twitter.com/AyaWali69689234/status/1719851278728052919,"""أنا عندي أكتئاب حاد""",انا عندي,اكتئاب حاد,1,depression,
1719461023818584143,انا في الواقع ضعيف الشخصية متوتر ومرتبك دائما ولا اثق في نفسي ولا أقرب الناس لي احيانا لم انولد وايضا أخجل من جنس الناعم بشكل كبير جدا لدرجة ان هناك بنت وقفت في جانبي بدأت اصاب متوتر بشكل كبير وايضا عندي اكتئاب حاد جدا جدا جدا جدا,1588480445674553344,rdw445,الْمُرْتَضَىٰ,مرحبا، انا حسين تشرفت بك، انا اخ و صديق لكم ، أمانه موسى بن جعفر 🇮🇶,1799, Wessex ,95883,https://twitter.com/rdw445,Tue Oct 31 21:07:08 +0000 2023,0,16,14,False,https://twitter.com/rdw445/status/1719461023818584143,"""أنا عندي أكتئاب حاد""",عندي,اكتئاب حاد,1,depression,
1994065341962448973,انا عندي اكتئاب سريري مزمن ومولود مشوه زي the elephant man وعندي رجل اقصر من رجل ورغم كده انا ناجح ومبسوط جدا في حياتي بمارس اربع رياضات وحضرت خمس رسايل ماجستير في 6 مجالات مختلفة وبتكلم عشر لغات وبلعب 12 اله موسيقيه ووصلت لأول مليون قبل ما اكمل 25 سنة عادي جدا,1674268749631766534,powf97,is my war finally over?,non nobis solum nati sumus,864,Purgatory,1960,https://twitter.com/powf97,Thu Nov 27 15:26:40 +0000 2025,23,1575,5,False,https://twitter.com/powf97/status/1994065341962448973,"""أنا عندي أكتئاب سريري""",انا عندي,اكتئاب سريري,1,depression,
1985578335800328455,"دايم اتساءل ليه أنا عندي اكتئاب سريري ؟ 
وأنا أملك افضل حياه بهالعمر ؟",1869889086422691843,9lIYF,V,,2708,,3180,https://twitter.com/9lIYF,Tue Nov 04 05:22:20 +0000 2025,2,34,1,False,https://twitter.com/9lIYF/status/1985578335800328455,"""أنا عندي أكتئاب سريري""",أنا عندي,اكتئاب سريري,1,depression,
1926228493987127701,@ghadii__00 انا دايم يجيني ذا الاكتئاب قبل الدورة وانا عارفه و متأكدة انه بسببها واجلس طول اليوم على سريري بدون اي حراك وبدون اكل واجلس ابكي بالساعات واكره نفسي واكره كل شي فيني وبعد ما يخلص وقتها تبقى افكار الاكتئاب مأثرة فيني ومدري هل انا عندي اكتئاب فعلا و اكره نفسي او وش السالفه؟؟,1544369162709073920,vu_er54,Ruu..,لا يوجد شيء مثير للأهتمام..,82,,1078,https://twitter.com/vu_er54,Sat May 24 10:47:15 +0000 2025,0,8,2,False,https://twitter.com/vu_er54/status/1926228493987127701,"""أنا عندي أكتئاب سريري""",انا عندي,اكتئاب,1,depression,
1830332079726313898,مش الناس بترجع من السفر أهدي ؟ انا ليه برجع عندي اكتئاب وعايزه اخد اجازة استوعب ان المكان اتغير ونفس الناس مش موجودين طب مهو كده ايه لازمة الأجازة دي مقضيها علي سريري,1195488106004307968,_Maryalexandria,مريم 🪭,Anxiety traveler,6360,اسكندرية,5494,https://twitter.com/_Maryalexandria,Sun Sep 01 19:49:08 +0000 2024,15,112,0,False,https://twitter.com/_Maryalexandria/status/1830332079726313898,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب,1,depression,
1827692406529257687,انا قاعدة عاملة نفسي اللي فيا مكفيني ومش قادرة افكر عشان معترفش اني عندي اكتئاب سريري والمفروض افايت وبتاع,1478181045665161217,fatmath0,فاطمة,,8,,961,https://twitter.com/fatmath0,Sun Aug 25 13:00:01 +0000 2024,0,0,0,False,https://twitter.com/fatmath0/status/1827692406529257687,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب سريري,1,depression,
1821221728825061684,انا مرة اهتم بنظافتي الشخصية لدرجه اشك ان عندي ocd. بس اخر موجه اكتئاب قعدت اسبوع ما اتروش مو عشاني مابي، عشاني مو قادر اقوم من سريري اصلا. حتى الحمام اذا احتجته والله اني اجر رجليني عشان اروح له,1795825390620942336,1TheGreenhouse,ray,,95,,5875,https://twitter.com/1TheGreenhouse,Wed Aug 07 16:27:51 +0000 2024,0,1,1,False,https://twitter.com/1TheGreenhouse/status/1821221728825061684,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب,18,depression,
1787653778969174122,"اه انا
عندي اكتئاب سريري قاعدة بيه في السرير عشان م3اق مبيتحركش",503507023,Haya_Hatem,💕Bebeto💕Nanoos💕👶🏻🔫👶🏼🔫👶🏽🔫👶🏾🔫👶🏿🔫,"'You should know this about us by now, we don't get embarrassed'.",63687,Valley of the Dolls,276790,https://twitter.com/Haya_Hatem,Tue May 07 01:20:48 +0000 2024,1,35,0,False,https://twitter.com/Haya_Hatem/status/1787653778969174122,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب سريري,1,depression,
1762204102619013531,@23Sumayah @al_ma20 انا شخصياً عندي اكتئاب سريري وعندي طفل نعم الاكتئاب يضر الطفل لولا الله ثم تسخيره لي زوجي وعامله تخاف الله كان ما اعرف ايش اسوي ما اتخيل ابعد عن ولدي لكن نوبات الاكتئاب تخليني مو قادره حتى اقوم من السرير او اتسبح وافكار انتحاريه وهذا لو فكرنا بعقلانيه يضر الطفل نفسيا ويعتبر اهمال,1280764345,LuLu___40,ًً,اكره التطرف والمتطرفين والإنحلال والمنحلين والوسطيه والعدل منهجي والنصر عم الجميع #BTC,2260,"الرياض, المملكة العربية السعودية",9416,https://twitter.com/LuLu___40,Mon Feb 26 19:52:52 +0000 2024,0,0,0,False,https://twitter.com/LuLu___40/status/1762204102619013531,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب سريري,1,depression,
1686764126117285888,تذكيرًا مني لنفسي ان بلطف ربنا مفيش شعور بيدوم. زي الأيام دي من ٣ سنين كان عندي اكتئاب حاد ولا كنت باكل ولا بشوف الشمس ولا بتحرك من سريري. العالم لا انتهي ولا انا حياتي وقفت علي حاجة ولا حد زي ما كنت فاكرة. بالعكس انا لسة بحاول اعيش وبحاول اتحسن. وكله خير.,1445083752355536908,Dandashxoxo,Diyyw🍉,I hope you find some peace of mind in this lifetime,38,,1523,https://twitter.com/Dandashxoxo,Wed Aug 02 15:41:20 +0000 2023,0,2,1,False,https://twitter.com/Dandashxoxo/status/1686764126117285888,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب حاد,1,depression,
1583730804877729793,ياريت الزعل عندي بيخلص بدمعتين وشويه اكتئاب انا بكتم جويا لدرجه بتعب تعب ميخلنيش اقوم من سريري .,842435948667387905,mariamelkhadem,𝓶𝓪𝓻𝔂𝓸𝓶𝓪,أ,4280,🇪🇬,40595,https://twitter.com/mariamelkhadem,Sat Oct 22 08:03:42 +0000 2022,0,0,1,False,https://twitter.com/mariamelkhadem/status/1583730804877729793,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب,21,depression,
1561896883982925828,@tacece1 @callme_lel @_soamii انا مثلك وطلع عندي اكتئاب سريري، وما اضطريت اخذ استشارة نفسية إلا بعد ما صار الوضع سيء مرة وتفاقم علي، كنت دايم اقول لا انا قوية انا بحاول انا اقدر اتجاوزه لوحدي بس طلع الموضوع اكبر من اني اقدر اتعامل معه وارتحت لمن بدأت اخذ استشارات نفسية وعرفت وش سبب المشكلة عندي,1404887482773168128,been_678,.....🍁,,45,,4335,https://twitter.com/been_678,Tue Aug 23 02:03:30 +0000 2022,0,0,0,False,https://twitter.com/been_678/status/1561896883982925828,"""أنا عندي أكتئاب سريري""",طلع عندي,اكتئاب,1,depression,
1559252196830625792,@9il1y @i14nn فعلا انا كذا وكنت احسب هذه شخصيتي او جزء طبيعي من الحياة لين عرفت ان عندي اكتئاب سريري حاد,1404887482773168128,been_678,.....🍁,,45,,4335,https://twitter.com/been_678,Mon Aug 15 18:54:27 +0000 2022,0,0,0,False,https://twitter.com/been_678/status/1559252196830625792,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب سريري,1,depression,
1240974168583217152,"أنا طلع عندي إكتئاب سريري 😅💔
ادي أخرة الفرجه ع الدحيح 😅",1568160368,mocca_mario,Hadeer Tiema,{ وَلَا تَيْأَسُوا مِن رَّوْحِ اللَّهِ ۖ إِنَّهُ لَا يَيْأَسُ مِن رَّوْحِ اللَّهِ إِلَّا الْقَوْمُ الْكَافِرُونَ },758,El mansoura ,27751,https://twitter.com/mocca_mario,Fri Mar 20 12:11:12 +0000 2020,0,0,0,False,https://twitter.com/mocca_mario/status/1240974168583217152,"""أنا عندي أكتئاب سريري""",طلع عندي,إكتئاب,1,depression,
1110518242278342660,انا عندي اكتئاب والله مش عايزة اتحرك من علي سريري و في نفس الوقت زهقانة 😂,304692351,Aya_Emam95,Aya Emam,,845,"fifth settlement , New Cairo",16456,https://twitter.com/Aya_Emam95,Tue Mar 26 12:25:56 +0000 2019,0,0,0,False,https://twitter.com/Aya_Emam95/status/1110518242278342660,"""أنا عندي أكتئاب سريري""",انا عندي,اكتئاب,1,depression,
850547095253766144,"هو انا طبيعيه ولا لا !! كل م قريت عن حالة اتخيلتها فيني 😂😂👀 
اووصص انا الحين عندي اكتئاب سريري 👀✋",792053006258868226,HE7EN1109,هبه بنت عبدالله 🌠,"وعلى طهاره قلبك ترزق فلا تبالي♥️.

#ENFP ~ 👑👑",426,"Jeddah, Kingdom of Saudi Arabi",17544,https://twitter.com/HE7EN1109,Sat Apr 08 03:13:24 +0000 2017,0,0,0,False,https://twitter.com/HE7EN1109/status/850547095253766144,"""أنا عندي أكتئاب سريري""",فيني,اكتئاب سريري,27,depression,
720260772476096512,انا اكتر مكان بقيت برتاح فيه وعندي استعداد مفارقوش هو سريري وتقريبا مبقتش برتاح مع اي شخص وغالبا عندي اكتئاب وبقاوح.,202706234,Summringg,خالتو سمر🍉,روح لثيرابيست.,792,بين البينين,33328,https://twitter.com/Summringg,Wed Apr 13 14:42:04 +0000 2016,0,0,0,False,https://twitter.com/Summringg/status/720260772476096512,"""أنا عندي أكتئاب سريري""",عندي,اكتئاب,1,depression,
376012742227795968,"انا عندي اكتئاب سريري

تبون تعرفون كيف عرفت؟

انا عن نفسي ما اعرف، سريري اللي خبرني D: 

#معسلامه",255608413,TeenTop_lover,Oppa ♥~❤,"Hi, I'm a girl 🇦🇪
،95liner
 ،Kpoper 2007 since ❤
 #العقرب",2680,UAE,267673,https://twitter.com/TeenTop_lover,Fri Sep 06 16:03:18 +0000 2013,0,0,1,False,https://twitter.com/TeenTop_lover/status/376012742227795968,"""أنا عندي أكتئاب سريري""",انا عندي,اكتئاب سريري,1,depression,
2023710962604446094,عندي اكتئاب شديد وضيقة وكل شي مقفل في وجهي اكره حياتي عمري 31 لم تقدم لي احد عاطلة عن العمل انا اصغر وحدة فا عائلتي كل شي معطل في حياتي,2765106754,prop_solu,مشكلة | نصيحة,يستقبل الحساب المشكلات عبر الرسائل الخاصة، وهو حساب عام مفتوح لجميع الدول العربية، ولا يمثل أي مجتمع أو دولة بعينها | نستقبل المشاكل بالخاص او تطبيق Tellonym,86912,,124592,https://twitter.com/prop_solu,Tue Feb 17 10:47:46 +0000 2026,0,13,36,False,https://twitter.com/prop_solu/status/2023710962604446094,"""أنا عندي أكتئاب شديد""",عندي,اكتئاب شديد,1,depression,
2007968426304905572,"@ragggh_2 الله يسلمك حبيبتي، والله جابولي أكتر من عيد، الحمد لله رب العالمين هسا تحسنت أحسن من أول، والله صار معي مشاكل كتيرة بسبب النقص، صار معي اكتئاب وإرهاق شديد وبتعب من أي شي وكسل شديد، والطاقة كانت عندي صفر، ضعف الذاكرة والتركيز، عقلك بتحسيه مو معك.
ڤيتامين بين ٣٠–٥٠ ، أنا كان عندي ٦",1695941821065482240,raama22791,رامــا 🇵🇸🇸🇩,قد ينكسر في النفس شيء ، لا يُجبره ألف اعتذار .. 🖤,1174,اسطنبول 💚,27350,https://twitter.com/raama22791,Mon Jan 05 00:12:33 +0000 2026,0,1,0,False,https://twitter.com/raama22791/status/2007968426304905572,"""أنا عندي أكتئاب شديد""",معي,اكتئاب,33,depression,
2001611568237199620,انا عندي اكتئاب شديد,1735010699389140993,Departure34696,tea☕️,زِنْ من وزنَك بما وزنَك وما وزنَك به فَـ زِنهُ من جاءَ إليّك فَـ رُح إليّه ومن جَفاك فصُد عنهُ.,4,,174,https://twitter.com/Departure34696,Thu Dec 18 11:12:40 +0000 2025,0,0,0,False,https://twitter.com/Departure34696/status/2001611568237199620,"""أنا عندي أكتئاب شديد""",انا عندي,اكتئاب شديد,1,depression,
1998807003402219580,"@fabuloasis انا سبب لي تنشيط لنوع ببكتيريا موجود عندي منزمان اسمه  Mrsa 
وجاني اكتئاب شديد منه وتقلبات مزاجيه 
فقطعته علطول",1973065987797712900,okaythenwhattt,okaythenwhat,"Bipolar maniac, unapologetic, untouchable.

-with Grace",30,"Jeddah, Kingdom of Saudi Arabi",652,https://twitter.com/okaythenwhattt,Wed Dec 10 17:28:20 +0000 2025,0,1,1,False,https://twitter.com/okaythenwhattt/status/1998807003402219580,"""أنا عندي أكتئاب شديد""",عندي,اكتئاب شديد,26,depression,
1994949324426678518,"@AJELNEWS24 الحمدلله الدين يسر 
انا واللهي عندي اكتئاب شديد واوقات مابقدر اصلي للاسف🥺
الله يجزيك الخير ياشيخ طمنت قلبي",1091973170410778624,e2e2e9,أزබـــار 🌼 ‏🇸🇦🇸🇾,اللهم اجعل وفاتي قبل وفاة أبي حتى لا أموت مرتين .. اللهم ارحم أمي واجمعني بها عاجلاً فقد اشتقت اليها💔 @e2aa2e,23056,Kingdom of Saudi Arabia,190969,https://twitter.com/e2e2e9,Sun Nov 30 01:59:17 +0000 2025,1,16,12,False,https://twitter.com/e2e2e9/status/1994949324426678518,"""أنا عندي أكتئاب شديد""",عندي,اكتئاب شديد,1,depression,
1990505215162720437,@loloapricity أنا بحن لكل ذكري أنا كونتها ، اكتر أوقات شعوري بالوحده كنت بفتح موبايلي افضل اقعد اقلب في الچاليري عندي لسنين ورا وافتكر كل فتره بمراحلها ، كنت بحس بالونس ،دلوقتي حاسس إني فاقد الهويه خصوصا واني شديد التعلق بحاجات كتير، جالي اكتئاب بسبب الموضوع ، الحزن ملي قلبي حرفيا ،،,1845325729,Shehabholy,Shehab Saqr,How much you wanna risk !,4470,ashmoon,7421,https://twitter.com/Shehabholy,Mon Nov 17 19:39:59 +0000 2025,0,0,1,False,https://twitter.com/Shehabholy/status/1990505215162720437,"""أنا عندي أكتئاب شديد""",جالي,اكتئاب,1,depression,
1985671690492489847,شات جي بي تي يقول أنا عندي أكتئاب متوسط الى شديد ما أدري صادق ولا كذاب😕,1267460880448532487,k1l_9,Nader🤍,"🤍 ""Alone in the world different I don't look like anyone.🤍",20,,1047,https://twitter.com/k1l_9,Tue Nov 04 11:33:17 +0000 2025,0,0,0,False,https://twitter.com/k1l_9/status/1985671690492489847,"""أنا عندي أكتئاب شديد""",أنا عندي,أكتئاب متوسط,1,depression,
